short_question,short_answer,tags,label
hi i have had a cross bite on my rear tooth caused from a tooth extraction without subsequent restorative dentistry which has stopped my closing my mouth properly for 5 years and has caused me huge problems i have tmjd poor posture i have neck pain headaches ear aches etc the maxillio facial surgeon i was referred to was totally misinformed on the problem and did very poor tests on the bite the xray was one where the teeth were not in contact and she did the paper bite test and concluded my bite was fine as the paper could not be pulled out from either side this is no were near thorough enough of a test and i felt my problem was taken seriously at all i was wondering if there is a connection with the hyoid lingual bone malocclusion and hyperthyroidism im sure the is a connection between the hyoid and tmjd but could it affect the thyroid tmjd seems to be very controversial leading to misdiagnosis like i experienced thanks for reading,well the only connection i know between hyoid lingual bone malocclusion and hyperthyroidism is that if you have grade iii malocclusion and the hyoid bone is displaced then you can have swallowing difficulties also thyroid swellings can displace hyoid bone and this can affect occlusion you need to consult a well trained neuromuscular dentist for an evaluation you will need to get a cbct or a 3d ct scan done this will give the position of your tmj concyles in relation to the ear physiotherapy traction spinal manipulation chiropractic treatments may help try and get a second opinion hope this helps take care,['tmj'],1.0
i need help i drink every night and think that it has something to do with my personal life and the way i deal with things i used to love my job and the banter now they are making me feel down and worthless my husband has been doing this for a while now and i really need some help to stop other people making me feel so useless and worthless,epigastric pains are usually associated with stomach issues like gastritis and hepatobiliary issues like gallbladder infection and pancreatic infection rest assured spleen is not a vital organ one can survive with out it and there is not much of a spleen job than protection from germs specially encapsulated organisms and breaking old cells by filtering the blood never heard the term before of spleen losing its function as it never does we doctors get rid of spleen when there are hemolysis issues i suggest work up on hepatobiliary profile and for gastritis start her on proton pump inhibitors and antispasmodics meanwhile and see if it helps take care,['depression' 'addiction' 'recovery'],-1.0
i had a surgical abortion a year ago now am pregnant again but this time iam thinking of having a medical abortion is my medical abortion going to have any trouble because i had a surgical abortion a year ago,the term medical abortion is used when a medicine is given in order to perform a chemically induced abortion the results are better if the medication is given earlier there are various medications that might be used most of the women would abort within hours but it can also take up to several weeks to complete the abortion the complications are usually rare anyway a prolonged bleeding might occur that will need a suction most doctors and researcher agree that a prior surgical abortion is not a contraindication for a medical abortion however the medical abortion has to be advised and led by a doctor after a complete examination of the woman,"['abortions' 'abort' 'abortion debate' 'complications' 'medications'
 'medication' 'pregnant' 'woman' 'abortion complications'
 'abortion surgical' 'abortion debate']",1.0
hi there i am 40 years old male and married i have been diagnosed to have a papillary thyroid cancer stage 1 t1n0m0 i have undergone near total thyroidectomy  a portion of the left lobe was left a month ago my endo prescribed levothyroxin for me to take for two to three months i approached another endo and he has a slightly different view on treatment after surgery i am weighing my options whether to go on with radioactive iodine treatment or not suppose i will not undergo rai treatment what other possible options do i have what are the risks and if i go for rai what are the possible health risks will it affect memory other organs like kidney sexual desire etc the surgery did not include removal of any lymph node this is the biopsyright thyroid lobe and isthmus nodular papillary adenocarcinoma of low grade malignant potential left thyroid lobe colloid goiter solitary parathyroid gland with no significant histopathology demonstated thanks for the answers,radioactive iodine rai is often chosen for treatment of conditions associated with overactive thyroid including hyperthyroidism and thyroid cancers rai treatment is based on the fact that the thyroid actively accumulates iodine which it uses to produce thyroid hormones required for normal body function the therapeutic action of rai is via disruption of the function of the thyroid cells   the more radioactive iodine given the more cells cease to function as the cells stop functioning excessive amounts of thyroid hormones are no longer produced and symptoms of hyperthyroidism begin to disappear in your case the side effects of such therapy will be limited to short term effects like sore throat nausea fatigue etc there will be no effect on other organs like kidneys nor any effect on the sexual desire and sexual function but once the treatment is completed you will need lifelong therapy with thyroxine supplements to prevent hypothyroidism related symptoms,"['thyroid cancer' 'thyroid' 'cancer' 'adenocarcinoma' 'sexual desire'
 'affect memory' 'after surgery' 'treatment' 'surgery' 'kidney'
 'thyroid cancer']",1.0
i have a meningitis last 2 years i just want to know whats the side effect of this after treament is there any pssible to back again my bacteria,the bleeding and soreness of breast could indicate infection or a breast abscess do not ignore your symptoms visit your healthcare providergynecologist for a thorough examination to look for cause if an abscess is found to be present you will need to get it drained off and start on antibiotic avoid feeding the baby on the affected breast take care,"['meningitis' 'viral meningitis' 'cerebral palsy' 'memory loss'
 'headaches' 'dizziness' 'bacteria' 'seizures' 'diseases' 'epilepsy'
 'meningitis']",-1.0
i have been in a 4months and 6 days treatment for ptb i have this concern because every morning when i spit i always see thick white mucus or a thick yellowish mucus i am very concerned whether my treatment was a failure because there is one time that i had forgotten one dosage of my medicine for one day i am having a hard time going to the hospitalhealth centers because i live in a far flung area any advice if my treatment was a failure or not i am gaining weight and already freed from restlessness in breathing i also cough but not like coughing before as if i were dying i will be waiting for answers thanks in advance,this is a very difficult question to answer on net as this will require detailed psychiatric examination however since all the 3 psychiatrist you saw felt the need to prescribe medications it is quite clear that you need some medication to help prevent relapse or maybe there are some lingering symptoms that need to be controlled you can also try psychotherapy along with medications it may be helpful to discuss these points with the psychiatrist you trust the most hope this helps take care,['healthcare it' 'tuberculosis'],-1.0
for about two years now i have been having a problem with my ears i know this will probably sound really weird but here is what is been happening i have had muffled hearing and my ears have felt stuffy both ears the biggest issue is that when i place my finger just inside my ear canal and apply some pressure and release there is a very loud crackling and popping sound it last for 1 or 2 seconds then stops in both ears the same i can even feel it bubbling inside my ear it sounds and feels like some type of fluid,from the description provided it seems that you may be having a condition called as glue ear or serous otitis media serous otitis media describes a collection of fluid in the middle ear this may be acute not lasting for a long time or chronic lasting for a long time chronic long standing otitis media as in your case can occur due to long standing eustachian tube blockage or thickening of fluid due to which it cannot be absorbed or drained down the tube symptoms can range from ear discomfort pain slight reduction in hearing and irritation treatment of the condition can be done with medications including antihistamines and decongestants and nasal sprays in long standing cases a small surgical procedure involving placement of a ear tube in the ear drum tympanic membrane may be required to facilitate drainage of the fluid you might consult with your primary doctor or a ent doctor who can examine you and provide specific advice and treatment i hope this helps,['tmj' 'hearing' 'apply' 'ear' 'tmj'],1.0
why is it that the medical profession is so behind the times when it comes to considering the feelings of husbands as it pertains to their wive is medical care i just recently learned about the exams my wife has been subjected to on a yearly basis at least one of the following pelvic exam pap smear breast exam it depresses and angers me that a male physician can perform those exams without my consent meanwhile the same doctor over the course of more than 10 years has never asked me to remove anything more than my shirt while she is asked to strip down every time she sees him i think without the consent of both partners in a marriage that it should be illegal for an opposite sex health care professional to perform invasive exams of this nature we are not talking about an emergency here and i feel that he has caused irreparable damage to our marriage and has taken something from me that i can not ever get back what is your take on this,you are right but the body is not yours its your wife decision plus a doctor is eyes are never perverted they ccan not see an appealing body all they look for is a trouble if any thats it it is called patient doctor relationship you are not even a patient medical ethics do not even let you in here if you feel this way discuss it with your wife persuade her to get a female examiner tou can not do that get some couple therapy sessions if you can not figure it out in us it works this way had you been in some non us state or a muslim one it would have been not possible with out your consent but free country right i hope it helps visit our health centre for further guidance take care,"['breast' 'angry' 'health care' 'pap smear' 'female' 'angers' 'eyes'
 'male' 'sex' 'about health care' 'general community chat']",1.0
the stool color is black not loose   is the black color of stool due to any of the above medicines being holiday can not consult doctor instantly,your blood pressure is high and it needs to be brought down exercise is fine but strenuous work up will shot your blood pressure further i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,['general community chat'],-1.0
i was wanting to know if you could tell me if its possible for a woman to go through all their pregnancy without knowing they are pregnant and have periods and ngative pregnancy tests iwas watching the show called i didnt know i was pregnant and wanted to know how real and accurate this show is and how somthing like that could happen,your blood pressure is high and it needs to be brought down exercise is fine but strenuous work up will shot your blood pressure further i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,"['am i pregnant' 'pregnant' 'urine pregnancy test' 'ultrasound'
 'pregnancy' 'abdomen' 'periods' 'woman' 'urine'
 'accurate pregnancy tests' 'womens chat']",-1.0
my boyfriend decided to come over to visit me for 2 days because we live in two different states after sexual intercourse with a condom and we used multiple condoms to be safe in one night we ran through 5 condoms in one night because we were uncertain about the infections and possibilities of pregnancy we did not finger and only sexual intercourse this was my second time attemping this and it did hurt quite a lot when inserting his penis my problem is that after a couple of days we started on saturday and sunday it started to hurt on the following wednesday and thursday the pain hurts a lot when i go pee and i feel like my vagina is burning making it uncomfortable to sit i was sitting on the toilet for some time and randomly i had to go poop making everything go away after now i feel fine with no pain i also had a weird light headache as well for a bit before i went poop p s i know it is bad to check the condoms for holes but he checked for leakage with water,get evaluated it might have resulted for lifting weights and leg pressing exercises rest for a while take some tylenol and some muscle relaxant and see if it helps i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,['pregnancy' 'headache' 'teen pregnancy'],-1.0
my spn is 4 years old due to go to full time school reception in january 2012 his teacher along with a senco teacher said to me that they feel that he may have autism the reason they gave were he does not always look at them when they are talking to him he may do group work for 10 minutes then he is not interested and gets distracted by things around him and he cannot ride a bike firstly i have not taught him to ride a bike so hence why he cannot and he has not taught himself they say he can read knows colours shapes alphabet numbers all the names of the children in his class if they put something up they think he cannot read he can he does not hold his pen properly he can hold conversations with children and adults i potty trained him in a month aug 2010 he asked for things says please and thank you gives me direct eye contact when i talk to him or anyone family based only when he is excited he flaps his hands at 4 i think he is on point for his age what do u think,the bleeding and soreness of breast could indicate infection or a breast abscess do not ignore your symptoms visit your healthcare providergynecologist for a thorough examination to look for cause if an abscess is found to be present you will need to get it drained off and start on antibiotic avoid feeding the baby on the affected breast take care,"['autism' 'alphabet' 'autism children' 'adults autism' 'autism adults'
 'all children' 'autism talk' 'autism work' 'autism and' 'age group'
 'autism']",-1.0
my son was suspected of cf last year but a sweat test was normal we are not sure though as we have recently heard you can still carry the gene and get it later as a kid and that he should have gene testing he is small for age and we have had him to an ent and immunologist for this nosethroat clearing that is sometimes all day long he did have a few sinus infections and tried many many meds to dry him up and shrink nasal passages but they did nothing just had him there yesterday and once again lot is of thick clear junk in his nose per the dr do you think we should bother getting tested,you wrote list of other diseases conditions or injuries and their treatment chronic ear infectons   pe tubes x2 adneoidectomy gtube for poor feedingweight gain short stature still monitoring behavioral issues stoolingwithholding issues diagnosis that has been suggested failure to thrive adhd or possibble bipolar short stature current medical treatment mirolax prevacid play therapy 1x per week weekly trips to cleveland clinic feeding clinic chronic sinusitis is present during cystic fibrosis but it is not the major manifestation of the condition cystic fibrosis mainly manifests with lung infections gastro intestinal disorders endocrine disorders etc if your childâs medical problems are due to cystic fibrosis the sweat test would be positive since is not cystic fibrosis is not likely you can performe the genetic testing it is probable that the defective gene wonât be idnetified,"['endocrine disorders' 'medical treatment' 'infections' 'treatment'
 'diagnosis' 'sinusitis' 'diseases' 'chronic' 'adhd or' 'bipolar'
 'cystic fibrosis']",1.0
i got a grade 2 injury too my calf muscle and i have been off it for two weeks and still cannot walk is this normal or should i go back to the doctors iam working in 5 days and need to be walking by then is there any way to speed up the healing process or any thing i can where to allow me to walk on it also iam 19 years old and have been on the crutches for the two weeks,healing takes a couple of weeks till full recovery so its alright if you cant walk for a while due to pain and inflammation there hang in there stay compliant to pain killers keep limbs elevated and hope for the best i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,['recovery' 'healthcare it' 'diagnostic techniques' 'treatments'],1.0
since cutting \bad\ carbs and sugar from my diet   i have experienced nausea and very loose stools   especially in the morning i take immodium and it seems to help but the symptoms come back every day any ideas,with every thing normal i dont think its is lupus and fibromyalgia fits the description supportive care with pain killers is advised low doses of tricyclic antidepressants work like charm i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,['nausea' 'diet' 'symptoms' 'weight' 'diet ideas' 'diets and diet plans'],-1.0
how i loose my waight,obesity needs to be documented first by calculating the bmi i e the body mass index if obesity is present a lipid profile should also be done along with crpesr to prevent atherosclerosis progression thyroid profile should also be done as part of the workup limiting caloric intake division into small meals increasing dry fiber intake and regular exercise can be applied as part of daily routine to have a controlled reduction in weight please consult a nutritionist regarding your daily diet so that heshe may alter it according to your preference as much as possible wishing you best of health thanks,"['sexual health' 'atherosclerosis' 'body mass index' 'exercise' 'diet'
 'diet weight loss' 'thyroid health' 'weight loss']",1.0
can masturbation contribute to chrincic fatigue syndrome,the causes of chronic fatigue syndrome are unknown possible causes include disorders in the hypothalamic pituitary axis infectious agents immunologic dysfunctions or a nutritional deficiency no data was found about masturbation as a possible cause for chronic fatigue syndrome,"['chronic fatigue syndrome' 'chronic fatigue' 'chronic' 'fatigue'
 'about masturbation' 'infectious' 'axis' 'chronic fatigue syndrome']",1.0
i missed my period and now i am cramping and having belly button pain,hello there are 100 reasons of delaying the cycle but rule out pregnancy first do a pregnancy testing to rule out this possibility,['pregnancy' 'pregnancy'],1.0
my 9 year old son has become distant distracted disobedient and agressive at first i thought he was just acting out but now it is different he constantly is lost in his own world i have tried to talk to him but all i get is an ok or when i ask him what is wrong he says he does not know his answer for everything is i do not know or i do not remember he has started banging his off of the wall or table he is emotionally withdrawn he does not care about his punishment it is as if he has forgotten everything i can tell him to do something and if=n five minutes he will ask what he was supposed to do it is as if instead of progress with age he is going in reverse he constantly asks if we love him and if we want him there i am out of options i do not know what to do discipline just does not seem right it is as if he honestly does not remember things but also if he watches a cartoon one time he can act it out from memory help i need answers,the description of the history indicates your son might be having some psychological stress disorder oppositional defiant disorder behavior problems or depression you might consult with a pediatric psychiatrist for your son who might be able to examine him and provide proper counselling and specific treatment,"['act' 'acting out' 'depression' 'treatment' 'banging' 'memory' 'stress'
 'acting out behavior' 'depression treatment' 'treatment progress'
 'grade school kids health']",1.0
hi there i am 40 years old male and married i have been diagnosed to have a papillary thyroid cancer stage 1 t1n0m0 i have undergone near total thyroidectomy  a portion of the left lobe was left a month ago my endo prescribed levothyroxin for me to take for two to three months i approached another endo and he has a slightly different view on treatment after surgery i am weighing my options whether to go on with radioactive iodine treatment or not suppose i will not undergo rai treatment what other possible options do i have what are the risks and if i go for rai what are the possible health risks will it affect memory other organs like kidney sexual desire etc the surgery did not include removal of any lymph node this is the biopsyright thyroid lobe and isthmus nodular papillary adenocarcinoma of low grade malignant potential left thyroid lobe colloid goiter solitary parathyroid gland with no significant histopathology demonstated thanks for the answers,medicines that contain iron like tonoferon usually causes black stool,"['thyroid cancer' 'thyroid' 'cancer' 'adenocarcinoma' 'sexual desire'
 'affect memory' 'after surgery' 'treatment' 'surgery' 'kidney'
 'thyroid cancer']",-1.0
i had a pretty bad case of appendicitis almost 2 years ago i had no fever or nausea i was eating fine my white blood cell count was normal and the pain was dull at first about 3 4 weeks later the pain became intense if i laid on my stomach stretching my abdomen it was about a 7 8 on the pain scale i had emergency appendectomy after an ultrasound showed an inflamed appendix the surgeon told me it had not ruptured but was very infected and my body had walled off the infection and in 40 years i was his second case of a similar situation this was a pretty dramatic operation 4 nights in the hospital an infiltrated vein and 6 months of c diff after about 2 weeks ago i started noticing a similar pain lower right side near mcburney is point it is a warm throbbing sensation maybe 3 4 on the pain scale at its worse does this sound like possible stump appendicitis i am very worried as i have no current insurance and my first operation cost almost 40k including c diff treatment,depression is common with any comorbid illness you should not feel bad we all have our weak spots just talk to a psychotherapist and let them help i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,['appendix and appendicitis'],-1.0
last year my right hand often had the cramp from the shoulder until the fingertips 4 months later my back felt slightly painful like period pain is 3 months after that the pain went upwards until the end of my neck near to my head it was painful to raise my head up this year 3 weeks before my chest started to feel heavy and hurtful both of my back and chest felt as if shards of glasses were slashing along the ribs and spine short of breath most of the time now my right leg the calf is having some sort of muscle cramp along the bone just like how it is like with my back i was told by friends that i walked unstably but i do not drag it though sometimes forgetful and emotionally unstable maybe due to the stress cannot sit or stand or lay down for too long i am getting thinner and lost 5 kg i eat a lot went for mri xray blood test urine test nothing next appointment i am going to have brain mri and emg any possibility of me having als what is wrong with me,with prostate surgeries the chances of erectile dysfunctions are high due to the nerves passing nearby and get injured during surgery treatment is mostly supportive and sex therapy helps i hope it helps stay in touch with your healthcare provider for further guidance as our answers are just for education and counselling purposes and cannot be an alternative to actual visit to a doctor take care khan,['stress' 'pain management' 'als' 'lou gehrig disease'],-1.0
hello i have just found out that i am about 4 weeks pregnant before i knew i had signed up for a charity event where we are required to hike for the majority of the day with rests inbetween i exercise very regularily approx 5 times a week and am in relatively good shape is it safe for me to still participate i have been doing practice hikes up to now without any problems the event takes place in just over a week thank you,i would not advise you to do so in case you do please wear a protective gear for your belly and take a first aid kit along with yourself wishing you best of health thanks,"['pregnancy fitness' 'pregnancy' 'fitness' 'nutrition' 'exercise'
 'pregnant' 'belly' 'aid' 'pregnancy problems' 'pregnancy exercise'
 'pregnancy fitness' 'health and nutrition']",1.0
my son who is 15 has a bad case of chicken pocks though i am a little concerned as he has a lot of pain in his neck which looks a little swollen at the back and behind his ears seems swollen too he says he also has shooting pains in his head and feels dizzy is this normal in teens who have chicken pocks or is this something else he doesnt seem himself and has not much of appetite either is this common with chicken pocks as my two younger children have just recovered without any of these symptoms,from the description it seems that you have a anxiety disorder and probably issues with being lonely which is probably resulting in a low mood it is understandable that being in the army and to be portraying a hard and tough image all the time takes a toll on the mind after all man is a social being and seeing the hardships in war zones can cause psychological impact on any human being but you should understand that though your profession demands you to be tough while on the job you will need to de stress and find ways to relax when you are off duty this you can do by various means like listening to music spending time with friends and family learning a new art like music reading books being active in sports or at the gym etc other methods by which you can find relaxation and calm is by meditation and doing breathing exercises you may consult a psychiatrist or a counselor who can take a complete history and counsel you accordingly,"['complications' 'encephalitis' 'health care' 'infections' 'diagnosis'
 'treatment' 'swelling' 'symptoms' 'headache' 'swollen'
 'measles and mumps']",-1.0
i have a 2year old daughter who all of a sudden had problems with walking but before she was walking properly without any problems suddenly she is a little bit shaky and struggles to walk and she is just cheerful she does not have fever but every time she tries to walk she falls what could be the cause,cerebral palsy is a condition in which certain of the muscles most often in the extremities are affected thus causing muscle weakness up to paralysis this might cause a disability of a certain degree in the person which would interfere in the everyday life driving ability included however there are many car modifications that might help people with a driving disability in the beginning it might be best to visit a doctor who might be able to determine the degree of disability and the modifications needed in different countries there are associations that try to improve the life of people with disabilities they also organize driver rehabilitation programs run by driver rehabilitation specialists you might want to check if there is such an association in your country they also might be able to tell you about legal issues related to drivers with disabilities as for the problems you are experiencing difficulty in releasing the clutch and pressing the accelerator at the same time the gear handling is also difficult with steering it might be easily solved if you buy a car with an automatic transmission this would eliminate the need for a clutch and a manual shift the problem with the poor road sense might need training from a driving rehabilitation specialist,['pediatrics' 'kids health and pediatrics'],-1.0
is there a way to get monolids naturally,as all of the clinical data in this area is retrospective in nature i can only comment on what has been published tgus far most of these studies show no significant increase in the risk of congenital abnormalities in children born to women who have previously been treated with chemotherapy and intracranial radiation therapy for leukemia likewise the rate of leukemia recurrence following pregnancy appears to be relatively low although there is always a small risk of delayed recurrence of leukemia with or without pregnancy you should of course discuss your concerns with both your oncologist and your gynecologist before deciding to try and have a child based upon the available evidence however it would appear to be reasonably safe for you to become pregnant if your have been in complete remission for the past 10 years if you do decide to become pregnant then you will have to be carefully monitored for any signs of all recurrence during and after your pregnancy sincerely robert a wascher md facs <link>,['cosmetic health' 'cosmetic surgery' 'plastic surgery'],-1.0
i am very concerned about my girlfriend is weight she is 21 years old 55 and 249lbs she has gained almost 60lbs in the last two years i also know for a fact that she was less than 140lbs when she was sixteen and this gaining seems to be way out of control i am very worried because she seems so tired she is out of shape avoid stairs   if we have to use the stairs she is always out of breath as i write i am very worried but i do not know what to do or how this weight will affect her i have never been overweight myself but always heard about how difficult and harmful it is given her recent weight gain what is the risk factors for her if she goes to her doctor will the doctor mention her weight because most 21 year old girls would not get out of breath by just walking some stairs right,yes you are right the four main causes which need to be ruled out in her case are anemia low thyroid function diabetes and polycystic ovary if these are ruled out then other causes like hormonal disorders kidney heart and liver disorders need to be ruled out please take her to a doctor and tell about her symptoms the doctor will look into these causes hope this helps take care,['weight' 'loss' 'affect' 'tired' 'weight loss'],1.0
as i have put on 3st since taking pregabalin my doctor has presribed reductil and i have just started to take it today what i would like to know is if i lose weight successfully how long can i take reductil i am sure i read somewhere on the web that you can only take reductil for one year if that is the case and you put the weight back on after stopping taking reductil do you think the doctor would re prescribe this drug for longer than one year,current medical status fibromyalgia ibs and arthritis current medical treatment pregabalin 600 mg citalopram reducil mustnât be taken for more than a year if it doesnât cause a weight decrease in 3 months it can be discontinued even earlier it can also be discontinued if it causes the blood pressure to rise too much taking reducil should also be accompanied by proper diet and physical activity you may want to consult an endocrinologist about this,['weight' 'loss' 'diet' 'ibs' 'diet pills'],1.0
i have miliary tb for last 4 months and on standard medication but fever is not going away even after 4 months what can i expect how long,hello and welcome to ehealth forum this is a personal and religious decision but considering the circumstances it is best to opt for abortion otherwise you need to inform your parents about it the best way to do is go for a dilatation and curettage vacuum evacuation can be tried before 7 weeks of pregnancy if you do not want that then you can try a drug which contains a chemical called mifepristone the best method through pills is a combination of mifepristone plus prostaglandin discuss this with the gynecologist i would suggest you consult a gynecologist if your pregnancy test is positive and not go for any pills on your own as they carry the danger of incomplete abortion and very heavy bleeding a dose higher than the required dose can cause damage to the uterus too so please do not self medicate after the termination think in terms of inserting iud or other such devices like implanon or go for pills please consult your gynecologist hope this helps take care,['medication' 'fever' 'tb' 'tuberculosis'],-1.0
i think i might be dyslexic what do i do my dad is dyslexic i have trouble spelling i always jumble the letters together i have trouble with sentence structure too one of my english teachers asked if i would ever been tested for anything i had a tutor once who told my parents she thought i had short term memory loss i have trouble with money in math and patterning it just does not process it my mine it is like there is a wall when reading aloud i do not properly process what i reading and i can not focus on the words so sometimes i say something completely different then what is on the page i also can not recognize words when reading and need to hear them a few times to know them when reading an exert for class work i always finish later then others because it wont process in my mind and i have to keep reading it i get that when reading books too i will have to read a sentence over to make it process and when speaking sometimes my words get a jumbled does this sound like dyslexia,you seem concerned by the possibility of dyslexia dyslexia is the most common learning disability in children identified in at least 80 of children manifesting learning disabilities characterized by unexpected difficulty in reading in children and adults who otherwise are normal in intelligence and cognition dyslexics probably have deficits within a specific component of language system the phonologic module which is engaged in processing the sounds of speech dyslexics have labored approach to reading because of phonologic deficits though listening comprehension is robust you might be suffering from dyslexia but you must consult your personal physician for definitive diagnosis as the same is not possible online hope this helps take care note this post is not to emphasise final diagnosis as the same cannot be made online and is aimed just to provide medical information and no treatment suggested above be taken without face to face consultation with health care professional,['memory loss' 'health care' 'memory' 'hear' 'loss' 'dyslexia'],1.0
this is about my 8 mth old son he was in contact with a child on sunday who became symptomatic of mumps on the following saturday how likely is he to get the disease also if he comes into contact with others who have been in contact with the sick child will he still be at risk even if the others have had mumps before and are not sick themselves,mumps is very contagious disease if a person hasnât been vaccinated against mumps or has never overcome mumps in the past that person may get sick if she comes into contact with an infected person coming into contact with persons who had mumps in the past however is not a risk factor for getting mumps,"['contagious' 'contagious disease' 'vaccinated' 'infected'
 'measles and mumps']",1.0
i missed my period and now i am cramping and having belly button pain,thanks for using this forum experimentation at teenage is quite common but that doesnot make you gay however you should think maturely now and try to overcome the ocd part with adequate drugs take care,['pregnancy' 'pregnancy'],-1.0
i was diagnosed of pcos and last 2 week went for a my doctor is visit and she said my sugar level is a bit higher than normal but i forgot asking how many it was then she asked me to follow diet and also placed me on metformin 500mg i am so worried considering the fact that i am polycistic please can some one advise me on what find of food is best for me now and what to avoid does this means that i will end up in diabetes pls help thansk,in polycystic ovaries the hormone dis balance is such that there are long intervals in between two periods relax deranged sugar levels are common in pcod but that does not mean that you would have diabetes in future metformin is commonly prescribed in case of pcod doing some lifestyle changes will help you like  1 reduce saturated fat intake 2 maintain good body composition 3 increase dietary fiber 4 increase aerobic exercise 5 restrict sugar intake you can also consider visiting a dietician who can help you in diet according to your requirements and choice take care,"['diabetes' 'diet' 'pcos' 'food' 'best doctor' 'diet food' 'best diet'
 'best diet food' 'best food diet' 'best diet for diabetes'
 'diabetic diet']",1.0
hey there sometimes at random times my testicle will rotate 180 to where the epididymis is facing out instead of down both testicles do it but at different times what could be causing this and is it bad also i have been having a dull pain and burning sensation in my right testicle now for about 5 days could it be serious,clubbing is the bulbous enlargement of one or more fingers of the handhands or toetoes of one or both feet due to the proliferation and edema of the connective tissue which result in loss of the normal angle between the nail plate and it is adjacent skin clubbing can both be acquired and familialgenetic there are so many causes of clubbing lung cancer being one of them and not the only cause in your case the clubbing is unilateralinvolves one hand while mostly in lung cancer the clubbing is bilateral also by the time clubbing is evident in moat of the lung cancer patients they have developed all other miserable symptoms of the disease which i hope you do not have unilateral clubbing can occur due to the axillary artery aneurysm or brachial arterio venous malformations so you should probably get these two ruled out first if your clubbing in one hand appeared recently with the other hand being completely fine wishing you the best of health take care and thank you,['sexual health' 'healthcare it' 'testicles'],-1.0
i may need diagnostic testing and this time i have a trail period before i can get my health insurance i would be a self pay pt and fear the cost of such tests if i go to an emergency room can i convince them to order mris cts without insurance if i am concerned i am putting this off for as long as i can right now,you need to confirm with your insurance provider regarding coverage of investigation and consultation charges during your trial period if these investigations are covered by your insurance provider during the trial period then these would be done for you during your visit to emergency if these investigations are required to be done immediately then the doctors in the emergency room will get these done as based on your examination findings and current health status and you need to pay for them yourself in case your insurance provider does not cover these you need not have to convince them to get these done take care,['period' 'health care' 'health insurance'],1.0
so i just started dating one of my close guy friends 3 days ago and i know i am only 14 and about to start high school on wednesday so i should not be worrying about boys right now but two days before we started dating he kissed me and i felt bad for not wanting to date him but i kissed him so i did not want to make it seem like i am using him i am not that type of person but the thing is i want to keep it from my parents since i can not date until i am 16 so due to that i am very stressed out and i am getting nauseous over it since i want to tell them but the outcome will not be good so i am not going to tell them at all it is safe to say i really love this boy because we both skype every night and we have since the end of june maybe early july i am starting high school with him too but since we are both so bus we do not see each other so we skype so basically what i need advice on is how to overcome my nauseous feeling and constant stress that i am getting from the whole thing i have not really been able to eat or sleep much either from it and i am going to be more active in school so i obviously need a lot of sleep and food in my system at all times to avoid future health problems i have tried so many ways to keep my mind occupied i have watched youtube videos from famous youtuber a because they are so positive and it makes me happy i talk to my close friend and i talk to my bf as well but after i talk to him the stress comes back i have thought that maybe i am really doing this too soon and i should just wait but i do not want to break up with him because i feel like he will not understand where i am coming from and we will not even be friends afterwards i am just scared of losing him because it will be more stress for me and it is my first year in high school i do not want to fail because of it idk i am confused over it all someone please help asap i see him tomorrow morning at orientation and it is making me stress more,a billiary obstruction can cause white feces a stoolâs color originates from the billiary pigment or bilirubin that is excreted through bile into the intestines bilirubin turns into biliverdin and sterkobillin that give stool its typical color an obstruction of the bile duct choledocus may be caused by a bile stone or some type of tumor laboratory analyses direct bilirubin an ultrasound scan a ct scan an intravenous cholangiography and an endoscopic retrograde cholangio pancreaticography ercp are diagnostic tools that will provide you with more information about the cause of the white stool or aholia you can consult an internist for more details,"['anxiety and stress' 'anxiety' 'stress' 'stress anxiety' 'stressed out'
 'exercise' 'sleep' 'food' 'yoga' 'appreciate your help'
 'family relationships']",-1.0
i just got 2 piercings done like 5 days ago my cartilage and in between the cartilage and lobe piercings i have i am experiencing some swelling in the back of my ear where the back piece is i clean it 3 times a day but it all of a sudden started hurting at the moment it is kinda throbbing where the piercing is it is a little warm and when i touch it it hurts it makes me wanna take out my piercing,it may have been infected the signs suggest that its possible that small abcess is made the piercing should be taken out the ear examined and if there is abcess with pus that should be drained and of its inflammation then proper antibiotics should be used to clear infection this can infection can lead to infection of the cartilage so it should be taken seriously hope it helps thanks,['body modification'],1.0
i had sex with my boyfriend everyday for 5 days starting on the last day of my menstruation can i be pregnant and can i still take nordette on the 6th day,hello and thank you for your post on e health forum from the history it seems that the teenaged girl in question probably has a behavioral disorder of childhood as a result of the familial situation and stresses but for proper assessment a examination and psychological assessment by a psychiatrist will be very helpful i hope this helps,['pregnancy' 'menstruation' 'pregnancy community chat'],-1.0
